0,121,84
1,77,65
2,79,67
3,78,67
4,79,66
5,78,65
6,78,65
7,78,65
8,78,65
9,78,65
10,78,66
11,78,65
12,78,65
13,78,66
14,77,65
15,77,66
16,76,65
17,76,65
18,76,63
19,78,63
20,78,63
21,77,63
22,77,62
23,77,62
24,78,62
25,78,61
26,78,60
27,78,60
28,76,63
29,76,62
30,77,59
31,76,61
32,77,62
33,77,62
34,77,61
35,77,63
36,78,62
37,77,63
38,77,64
39,77,64
40,77,62
41,77,61
42,77,59
43,75,61
44,76,60
45,74,64
46,72,64
47,71,66
48,70,67
49,71,66
50,71,66
51,70,69
52,69,69
53,68,71
54,69,68
55,69,68
56,69,70
57,67,66
58,70,64
59,70,62
60,69,63
61,69,64
62,71,63
63,71,62
64,71,65
65,70,67
66,70,67
67,71,65
68,71,66
69,71,66
70,72,64
71,70,64
72,70,64
73,68,67
74,68,67
75,67,69
76,67,69
77,66,69
78,66,67
79,66,66
80,68,68
81,69,70
82,69,71
83,69,71
84,73,71
85,73,70
86,76,73
87,74,74
88,77,71
89,79,73
90,80,73
91,82,78
92,84,76
93,82,73
94,83,74
95,84,76
96,83,74
97,83,75
98,82,78
99,84,74
100,83,66
101,82,62
102,81,64
103,80,62
104,77,63
105,77,61
106,76,62
107,75,62
108,74,60
109,72,59
110,71,60
111,70,61
112,69,59
113,69,58
114,69,59
115,68,57
116,69,56
117,68,56
118,68,56
119,68,54
120,68,53
121,68,50
122,68,48
123,69,48
124,68,50
125,68,49
126,67,50
127,67,47
128,66,47
129,66,48
130,67,48
131,66,47
132,67,48
133,67,49
134,66,48
135,65,45
136,65,46
137,66,47
138,67,45
139,69,46
140,68,44
141,68,45
142,68,46
143,70,47
144,70,45
145,69,44
146,69,45
147,68,45
148,69,44
149,70,46
150,69,45
151,69,45
152,69,44
153,69,43
154,69,44
155,70,45
156,69,46
157,70,46
158,70,47
159,70,45
160,69,45
161,72,45
162,71,43
163,71,43
164,71,43
165,71,44
166,72,44
167,73,45
168,73,47
169,72,47
170,73,47
171,73,48
172,74,45
173,75,44
174,76,44
175,76,44
176,76,43
177,76,45
178,77,46
179,76,46
180,76,47
181,75,46
182,77,48
183,77,49
184,78,50
185,79,53
186,80,51
187,81,54
188,82,52
189,83,52
190,86,59
191,87,60
192,89,63
193,88,66
194,90,65
195,92,65
196,93,68
197,95,68
198,96,66
199,97,70
200,100,70
201,100,71
202,101,73
203,101,69
204,101,72
205,101,73
206,101,74
207,99,75
208,98,69
209,97,71
210,95,70
211,91,71
212,86,70
213,83,68
214,80,66
215,76,66
216,73,67
217,70,69
218,69,66
219,67,65
220,64,65
221,63,66
222,63,65
223,61,66
224,61,64
225,61,65
226,61,64
227,61,62
228,63,61
229,63,63
230,65,64
231,68,63
232,69,63
233,72,62
234,73,62
235,76,62
236,77,61
237,78,63
238,79,62
239,81,63
240,82,65
241,83,65
242,84,66
243,84,66
244,83,63
245,84,64
246,84,64
247,83,67
248,83,65
249,81,64
250,80,64
251,79,60
252,77,63
253,77,65
254,77,65
255,75,64
256,76,65
